P_Strategy,P_Index,P_StartTime,P_EndTime,P_OrderSide,P_Method,P_SL,P_ReSL,P_OM,Date,Day,DTE,EntryTime,Future,CE.Strike,CE.Price,CE.SL.Price,CE0.SL.Flag,CE0.SL.Time,CE0.PNL,CE1.Decay.Flag,CE1.Decay.Time,CE1.SL.Flag,CE1.SL.Time,CE1.PNL,CE2.Decay.Flag,CE2.Decay.Time,CE2.SL.Flag,CE2.SL.Time,CE2.PNL,CE3.Decay.Flag,CE3.Decay.Time,CE3.SL.Flag,CE3.SL.Time,CE3.PNL,CE4.Decay.Flag,CE4.Decay.Time,CE4.SL.Flag,CE4.SL.Time,CE4.PNL,CE5.Decay.Flag,CE5.Decay.Time,CE5.SL.Flag,CE5.SL.Time,CE5.PNL,CE6.Decay.Flag,CE6.Decay.Time,CE6.SL.Flag,CE6.SL.Time,CE6.PNL,CE7.Decay.Flag,CE7.Decay.Time,CE7.SL.Flag,CE7.SL.Time,CE7.PNL,PE.Strike,PE.Price,PE.SL.Price,PE0.SL.Flag,PE0.SL.Time,PE0.PNL,PE1.Decay.Flag,PE1.Decay.Time,PE1.SL.Flag,PE1.SL.Time,PE1.PNL,PE2.Decay.Flag,PE2.Decay.Time,PE2.SL.Flag,PE2.SL.Time,PE2.PNL,PE3.Decay.Flag,PE3.Decay.Time,PE3.SL.Flag,PE3.SL.Time,PE3.PNL,PE4.Decay.Flag,PE4.Decay.Time,PE4.SL.Flag,PE4.SL.Time,PE4.PNL,PE5.Decay.Flag,PE5.Decay.Time,PE5.SL.Flag,PE5.SL.Time,PE5.PNL,PE6.Decay.Flag,PE6.Decay.Time,PE6.SL.Flag,PE6.SL.Time,PE6.PNL,PE7.Decay.Flag,PE7.Decay.Time,PE7.SL.Flag,PE7.SL.Time,PE7.PNL
NRE,NIFTY,2022-01-04 09:20:00,2022-01-04 15:25:00,SELL,HL,40.0,40.0,0.0,2022-01-04,Tuesday,3,2022-01-04 09:20:00,17713.8,17650CE,106.65,149.31,True,2022-01-04 14:38:00,-43.726499999999994,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,17650PE,89.5,125.3,True,2022-01-04 09:41:00,-36.695,True,2022-01-04 09:45:00,False,,62.904999999999994,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0
NRE,NIFTY,2022-01-04 09:20:00,2022-01-04 15:25:00,SELL,HL,40.0,40.0,0.4,2022-01-04,Tuesday,3,2022-01-04 09:20:00,17713.8,17700CE,82.45,115.42999999999999,True,2022-01-04 14:39:00,-33.80449999999999,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,17650PE,89.5,125.3,True,2022-01-04 09:41:00,-36.695,True,2022-01-04 09:45:00,False,,62.904999999999994,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0
NRE,NIFTY,2022-01-04 09:20:00,2022-01-04 15:25:00,SELL,HL,60.0,60.0,0.0,2022-01-04,Tuesday,3,2022-01-04 09:20:00,17713.8,17650CE,106.65,170.64000000000001,True,2022-01-04 15:03:00,-65.05650000000001,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,17650PE,89.5,143.20000000000002,False,,62.904999999999994,False,,False,,0.0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0
NRE,NIFTY,2022-01-04 09:20:00,2022-01-04 15:25:00,SELL,HL,60.0,60.0,0.4,2022-01-04,Tuesday,3,2022-01-04 09:20:00,17713.8,17700CE,82.45,131.92000000000002,True,2022-01-04 15:02:00,-50.29450000000001,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,17650PE,89.5,143.20000000000002,False,,62.904999999999994,False,,False,,0.0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0
NRE,NIFTY,2022-01-04 09:20:00,2022-01-04 15:25:00,SELL,CC,40.0,40.0,0.0,2022-01-04,Tuesday,3,2022-01-04 09:20:00,17713.8,17650CE,106.65,149.31,True,2022-01-04 14:39:00,-50.11649999999998,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,17650PE,89.5,125.3,True,2022-01-04 09:41:00,-40.745,True,2022-01-04 09:45:00,False,,62.904999999999994,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0
NRE,NIFTY,2022-01-04 09:20:00,2022-01-04 15:25:00,SELL,CC,40.0,40.0,0.4,2022-01-04,Tuesday,3,2022-01-04 09:20:00,17713.8,17700CE,82.45,115.42999999999999,True,2022-01-04 14:39:00,-38.0745,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,17650PE,89.5,125.3,True,2022-01-04 09:41:00,-40.745,True,2022-01-04 09:45:00,False,,62.904999999999994,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0
NRE,NIFTY,2022-01-04 09:20:00,2022-01-04 15:25:00,SELL,CC,60.0,60.0,0.0,2022-01-04,Tuesday,3,2022-01-04 09:20:00,17713.8,17650CE,106.65,170.64000000000001,True,2022-01-04 15:06:00,-65.11649999999999,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,17650PE,89.5,143.20000000000002,False,,62.904999999999994,False,,False,,0.0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0
NRE,NIFTY,2022-01-04 09:20:00,2022-01-04 15:25:00,SELL,CC,60.0,60.0,0.4,2022-01-04,Tuesday,3,2022-01-04 09:20:00,17713.8,17700CE,82.45,131.92000000000002,True,2022-01-04 15:05:00,-50.8745,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,17650PE,89.5,143.20000000000002,False,,62.904999999999994,False,,False,,0.0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0
NRE,NIFTY,2022-01-04 09:25:00,2022-01-04 15:25:00,SELL,HL,40.0,40.0,0.0,2022-01-04,Tuesday,3,2022-01-04 09:25:00,17739.8,17700CE,98.1,137.33999999999997,True,2022-01-04 15:14:00,-40.22099999999998,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,17700PE,97.8,136.92,True,2022-01-04 09:38:00,-40.09799999999999,True,2022-01-04 09:57:00,False,,61.672,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0
NRE,NIFTY,2022-01-04 09:25:00,2022-01-04 15:25:00,SELL,HL,40.0,40.0,0.4,2022-01-04,Tuesday,3,2022-01-04 09:25:00,17739.8,17750CE,74.15,103.81,True,2022-01-04 15:14:00,-30.401499999999995,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,17650PE,75.7,105.98,True,2022-01-04 09:38:00,-31.037000000000003,True,2022-01-04 09:57:00,False,,49.243,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0
NRE,NIFTY,2022-01-04 09:25:00,2022-01-04 15:25:00,SELL,HL,60.0,60.0,0.0,2022-01-04,Tuesday,3,2022-01-04 09:25:00,17739.8,17700CE,98.1,156.96,True,2022-01-04 15:19:00,-59.841000000000015,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,17700PE,97.8,156.48000000000002,True,2022-01-04 09:41:00,-59.65800000000002,True,2022-01-04 09:57:00,False,,61.672,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0
NRE,NIFTY,2022-01-04 09:25:00,2022-01-04 15:25:00,SELL,HL,60.0,60.0,0.4,2022-01-04,Tuesday,3,2022-01-04 09:25:00,17739.8,17750CE,74.15,118.64000000000001,True,2022-01-04 15:18:00,-45.23150000000001,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,17650PE,75.7,121.12,True,2022-01-04 09:40:00,-46.177,True,2022-01-04 09:57:00,False,,49.243,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0
NRE,NIFTY,2022-01-04 09:25:00,2022-01-04 15:25:00,SELL,CC,40.0,40.0,0.0,2022-01-04,Tuesday,3,2022-01-04 09:25:00,17739.8,17700CE,98.1,137.33999999999997,True,2022-01-04 15:14:00,-41.13100000000001,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,17700PE,97.8,136.92,True,2022-01-04 09:38:00,-42.728000000000016,True,2022-01-04 09:57:00,False,,61.672,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0
NRE,NIFTY,2022-01-04 09:25:00,2022-01-04 15:25:00,SELL,CC,40.0,40.0,0.4,2022-01-04,Tuesday,3,2022-01-04 09:25:00,17739.8,17750CE,74.15,103.81,True,2022-01-04 15:16:00,-33.44149999999999,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,17650PE,75.7,105.98,True,2022-01-04 09:38:00,-36.207,True,2022-01-04 09:57:00,False,,49.243,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0
NRE,NIFTY,2022-01-04 09:25:00,2022-01-04 15:25:00,SELL,CC,60.0,60.0,0.0,2022-01-04,Tuesday,3,2022-01-04 09:25:00,17739.8,17700CE,98.1,156.96,True,2022-01-04 15:20:00,-63.38100000000001,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,17700PE,97.8,156.48000000000002,True,2022-01-04 09:41:00,-62.778,True,2022-01-04 09:57:00,False,,61.672,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0
NRE,NIFTY,2022-01-04 09:25:00,2022-01-04 15:25:00,SELL,CC,60.0,60.0,0.4,2022-01-04,Tuesday,3,2022-01-04 09:25:00,17739.8,17750CE,74.15,118.64000000000001,True,2022-01-04 15:20:00,-49.44149999999999,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,17650PE,75.7,121.12,True,2022-01-04 09:40:00,-47.306999999999995,True,2022-01-04 09:57:00,False,,49.243,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0
